[ 0.925  0.075]
[ 0.34  0.66]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.06682028  0.93317972]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.1975  0.8025]
[ 0.06823266  0.93176734]
[ 0.3195  0.6805]
[ 0.03263509  0.96736491]
[ 0.06034483  0.93965517]
[ 0.309  0.691]
[ 0.  1.]
[ 0.31086012  0.68913988]
[ 0.10204082  0.89795918]
[ 0.04735376  0.95264624]
[ 0.31845  0.68155]
[ 0.05118223  0.94881777]
[ 0.03263509  0.96736491]
[ 0.16666667  0.83333333]
[ 0.4  0.6]
[ 0.05128205  0.94871795]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.1825  0.8175]
[ 0.569  0.431]
[ 0.558  0.442]
[ 0.9055  0.0945]
[ 0.14285714  0.85714286]
[ 0.04212168  0.95787832]
[ 0.  1.]
[ 0.05521472  0.94478528]
[ 0.4475  0.5525]
[ 0.065  0.935]
[ 0.4625  0.5375]
[ 0.04212168  0.95787832]
[ 0.3106  0.6894]
[ 0.18032619  0.81967381]
[ 0.04845  0.95155]
[ 0.03263509  0.96736491]
[ 0.2425  0.7575]
[ 0.  1.]
[ 0.039801  0.960199]
[ 0.13653846  0.86346154]
[ 0.4455  0.5545]
[ 0.  1.]
[ 0.05428571  0.94571429]
[ 0.03263509  0.96736491]
[ 0.8445  0.1555]
[ 0.03263509  0.96736491]
[ 0.0885  0.9115]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.2124494  0.7875506]
[ 0.  1.]
[ 0.11764706  0.88235294]
[ 0.2915625  0.7084375]
[ 0.11505972  0.88494028]
[ 0.05428571  0.94571429]
[ 0.21610417  0.78389583]
[ 0.3315  0.6685]
[ 0.03263509  0.96736491]
[ 0.05797101  0.94202899]
[ 0.09389286  0.90610714]
[ 0.2548619  0.7451381]
[ 0.09090909  0.90909091]
[ 0.6935  0.3065]
[ 0.1235  0.8765]
[ 0.8255  0.1745]
[ 0.06410256  0.93589744]
[ 0.3285  0.6715]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.214  0.786]
[ 0.06925  0.93075]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.133  0.867]
[ 0.14775  0.85225]
[ 0.33333333  0.66666667]
[ 0.41375  0.58625]
[ 0.12286667  0.87713333]
[ 0.3107359  0.6892641]
[ 0.09701493  0.90298507]
[ 0.0881625  0.9118375]
[ 0.3545  0.6455]
[ 0.03263509  0.96736491]
[ 0.3545  0.6455]
[ 0.10204082  0.89795918]
[ 0.6135  0.3865]
[ 0.206  0.794]
[ 0.03263509  0.96736491]
[ 0.039801  0.960199]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.10885  0.89115]
[ 0.08333333  0.91666667]
[ 0.20751763  0.79248237]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.09677419  0.90322581]
[ 0.04735376  0.95264624]
[ 0.13636364  0.86363636]
[ 0.12121212  0.87878788]
[ 0.237  0.763]
[ 0.  1.]
[ 0.1705  0.8295]
[ 0.03263509  0.96736491]
[ 0.05084746  0.94915254]
[ 0.04661654  0.95338346]
[ 0.  1.]
[ 0.4625  0.5375]
[ 0.733  0.267]
[ 0.8755  0.1245]
[ 0.365625  0.634375]
[ 0.07575758  0.92424242]
[ 0.03263509  0.96736491]
[ 0.32264167  0.67735833]
[ 0.05379245  0.94620755]
[ 0.2695  0.7305]
[ 0.04814815  0.95185185]
[ 0.03263509  0.96736491]
[ 0.09925  0.90075]
[ 0.676  0.324]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.029875  0.970125]
[ 0.14285714  0.85714286]
[ 0.221  0.779]
[ 0.  1.]
[ 0.05703422  0.94296578]
[ 0.03263509  0.96736491]
[ 0.08333333  0.91666667]
[ 0.05379245  0.94620755]
[ 0.20857143  0.79142857]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.3275  0.6725]
[ 0.08421053  0.91578947]
[ 0.05357143  0.94642857]
[ 0.07611706  0.92388294]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.36233333  0.63766667]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.06410256  0.93589744]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.07627119  0.92372881]
[ 0.329  0.671]
[ 0.12075  0.87925]
[ 0.6495  0.3505]
[ 0.04353494  0.95646506]
[ 0.1  0.9]
[ 0.10126582  0.89873418]
[ 0.511  0.489]
[ 0.096625  0.903375]
[ 0.04212168  0.95787832]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.782  0.218]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.0664557  0.9335443]
[ 0.447  0.553]
[ 0.  1.]
[ 0.05703422  0.94296578]
[ 0.03263509  0.96736491]
[ 0.02857143  0.97142857]
[ 0.07052897  0.92947103]
[ 0.03263509  0.96736491]
[ 0.38385  0.61615]
[ 0.  1.]
[ 0.0664557  0.9335443]
[ 0.47403846  0.52596154]
[ 0.03030303  0.96969697]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.0664557  0.9335443]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.11111111  0.88888889]
[ 1.  0.]
[ 0.06439394  0.93560606]
[ 0.226  0.774]
[ 0.1101875  0.8898125]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.253  0.747]
[ 0.06379585  0.93620415]
[ 0.06682028  0.93317972]
[ 0.18775  0.81225]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.10344828  0.89655172]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.15575  0.84425]
[ 0.03263509  0.96736491]
[ 0.31  0.69]
[ 0.1425  0.8575]
[ 0.  1.]
[ 0.07627119  0.92372881]
[ 0.07052897  0.92947103]
[ 0.  1.]
[ 1.  0.]
[ 0.07936508  0.92063492]
[ 0.0135  0.9865]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.44  0.56]
[ 0.06519657  0.93480343]
[ 0.0664557  0.9335443]
[ 0.24485  0.75515]
[ 0.3655  0.6345]
[ 0.05379245  0.94620755]
[ 0.07575758  0.92424242]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.09016393  0.90983607]
[ 0.03263509  0.96736491]
[ 0.4845  0.5155]
[ 0.01851852  0.98148148]
[ 0.38775  0.61225]
[ 0.31375  0.68625]
[ 0.0664557  0.9335443]
[ 0.5521  0.4479]
[ 0.06379585  0.93620415]
[ 0.06410256  0.93589744]
[ 0.0664557  0.9335443]
[ 0.05  0.95]
[ 0.19625  0.80375]
[ 0.309  0.691]
[ 0.24  0.76]
[ 0.07023411  0.92976589]
[ 0.176  0.824]
[ 0.58  0.42]
[ 0.7195  0.2805]
[ 0.73425  0.26575]
[ 0.  1.]
[ 0.  1.]
[ 0.02489627  0.97510373]
[ 0.07225434  0.92774566]
[ 0.03263509  0.96736491]
[ 0.13977083  0.86022917]
[ 0.08  0.92]
[ 0.  1.]
[ 0.07125  0.92875]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05555556  0.94444444]
[ 0.  1.]
[ 0.07692308  0.92307692]
[ 0.13051667  0.86948333]
[ 0.  1.]
[ 0.1780625  0.8219375]
[ 0.05379245  0.94620755]
[ 0.03030303  0.96969697]
[ 0.  1.]
[ 0.  1.]
[ 0.05963889  0.94036111]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.11925  0.88075]
[ 0.03263509  0.96736491]
[ 0.04  0.96]
[ 0.569  0.431]
[ 0.03263509  0.96736491]
[ 0.09558333  0.90441667]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.07692308  0.92307692]
[ 0.10526316  0.89473684]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.125  0.875]
[ 0.05882353  0.94117647]
[ 0.03263509  0.96736491]
[ 0.052275  0.947725]
[ 0.33757143  0.66242857]
[ 0.05714286  0.94285714]
[ 0.05703422  0.94296578]
[ 0.03263509  0.96736491]
[ 0.1147541  0.8852459]
[ 0.07944368  0.92055632]
[ 0.03263509  0.96736491]
[ 0.3515  0.6485]
[ 0.45316667  0.54683333]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.2  0.8]
[ 0.06823266  0.93176734]
[ 0.07438571  0.92561429]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.  1.]
[ 0.07023411  0.92976589]
[ 0.  1.]
[ 0.0430622  0.9569378]
[ 0.18825  0.81175]
[ 0.03263509  0.96736491]
[ 0.489  0.511]
[ 0.5895  0.4105]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.07142857  0.92857143]
[ 0.27225  0.72775]
[ 0.  1.]
[ 0.05800464  0.94199536]
[ 0.03263509  0.96736491]
[ 0.08333333  0.91666667]
[ 0.02347418  0.97652582]
[ 0.229  0.771]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.08  0.92]
[ 0.2234375  0.7765625]
[ 0.03263509  0.96736491]
[ 0.02857143  0.97142857]
[ 0.06823266  0.93176734]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.09701493  0.90298507]
[ 0.05379245  0.94620755]
[ 0.11195833  0.88804167]
[ 0.06379585  0.93620415]
[ 0.  1.]
[ 1.  0.]
[ 0.18581667  0.81418333]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.20455  0.79545]
[ 0.125  0.875]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.25  0.75]
[ 0.039801  0.960199]
[ 0.03263509  0.96736491]
[ 0.1945  0.8055]
[ 0.13075  0.86925]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.09191667  0.90808333]
[ 0.  1.]
[ 0.433  0.567]
[ 0.215  0.785]
[ 0.  1.]
[ 0.07575758  0.92424242]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.073125  0.926875]
[ 0.04761905  0.95238095]
[ 0.05703422  0.94296578]
[ 0.14  0.86]
[ 0.05800464  0.94199536]
[ 0.125  0.875]
[ 0.2075  0.7925]
[ 0.  1.]
[ 0.06823266  0.93176734]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.  1.]
[ 0.19966667  0.80033333]
[ 0.0664557  0.9335443]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.08139535  0.91860465]
[ 0.04975  0.95025]
[ 0.05379245  0.94620755]
[ 0.6695  0.3305]
[ 0.03263509  0.96736491]
[ 0.572  0.428]
[ 0.19316667  0.80683333]
[ 0.054  0.946]
[ 0.23575  0.76425]
[ 0.07052897  0.92947103]
[ 0.05050505  0.94949495]
[ 0.06034483  0.93965517]
[ 0.266  0.734]
[ 0.6905  0.3095]
[ 0.04945055  0.95054945]
[ 0.778  0.222]
[ 0.0664557  0.9335443]
[ 0.758  0.242]
[ 0.05379245  0.94620755]
[ 0.  1.]
[ 0.04477612  0.95522388]
[ 0.06823266  0.93176734]
[ 0.02347418  0.97652582]
[ 0.09322034  0.90677966]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.0664557  0.9335443]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.1285  0.8715]
[ 0.03263509  0.96736491]
[ 0.15985526  0.84014474]
[ 0.13687879  0.86312121]
[ 0.  1.]
[ 0.03703704  0.96296296]
[ 0.  1.]
[ 0.05797101  0.94202899]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.06818182  0.93181818]
[ 0.26016667  0.73983333]
[ 0.03263509  0.96736491]
[ 0.14285714  0.85714286]
[ 0.03263509  0.96736491]
[ 0.05428571  0.94571429]
[ 0.1487545  0.8512455]
[ 0.04735376  0.95264624]
[ 0.0664557  0.9335443]
[ 0.05300353  0.94699647]
[ 0.278  0.722]
[ 0.05379245  0.94620755]
[ 0.06344048  0.93655952]
[ 0.06379585  0.93620415]
[ 0.07894737  0.92105263]
[ 0.4295  0.5705]
[ 0.04814815  0.95185185]
[ 0.03263509  0.96736491]
[ 0.19475  0.80525]
[ 0.02594444  0.97405556]
[ 0.27728332  0.72271668]
[ 0.1425  0.8575]
[ 0.05428571  0.94571429]
[ 0.04814815  0.95185185]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.125  0.875]
[ 0.13729287  0.86270713]
[ 0.03263509  0.96736491]
[ 0.094375  0.905625]
[ 0.0575  0.9425]
[ 0.14625  0.85375]
[ 0.02038534  0.97961466]
[ 0.19651496  0.80348504]
[ 0.05428571  0.94571429]
[ 0.045375  0.954625]
[ 0.  1.]
[ 0.0366  0.9634]
[ 0.03263509  0.96736491]
[ 0.19183052  0.80816948]
[ 0.03263509  0.96736491]
[ 0.444  0.556]
[ 0.  1.]
[ 0.2015  0.7985]
[ 0.05594722  0.94405278]
[ 0.16417628  0.83582372]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.1355  0.8645]
[ 0.11725  0.88275]
[ 0.03263509  0.96736491]
[ 0.01818182  0.98181818]
[ 0.22926667  0.77073333]
[ 0.05938462  0.94061538]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.07954545  0.92045455]
[ 0.08475  0.91525]
[ 0.2235  0.7765]
[ 0.03263509  0.96736491]
[ 0.09858263  0.90141737]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.02489627  0.97510373]
[ 0.237  0.763]
[ 0.3125  0.6875]
[ 0.06090909  0.93909091]
[ 0.11428571  0.88571429]
[ 0.03263509  0.96736491]
[ 0.10204082  0.89795918]
[ 0.04735376  0.95264624]
[ 0.067875  0.932125]
[ 0.125  0.875]
[ 0.07317073  0.92682927]
[ 0.06682028  0.93317972]
[ 0.16  0.84]
[ 0.0664557  0.9335443]
[ 0.1631  0.8369]
[ 0.367  0.633]
[ 0.058  0.942]
[ 0.09090909  0.90909091]
[ 0.07489167  0.92510833]
[ 0.05379245  0.94620755]
[ 0.0664557  0.9335443]
[ 0.02925  0.97075]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.1  0.9]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.0984701  0.9015299]
[ 0.03263509  0.96736491]
[ 0.5365  0.4635]
[ 0.273  0.727]
[ 0.03263509  0.96736491]
[ 0.14975  0.85025]
[ 0.05800464  0.94199536]
[ 0.14285714  0.85714286]
[ 0.03263509  0.96736491]
[ 0.05428571  0.94571429]
[ 0.252875  0.747125]
[ 0.03263509  0.96736491]
[ 0.05428571  0.94571429]
[ 0.03263509  0.96736491]
[ 0.06823266  0.93176734]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.23525  0.76475]
[ 0.04212168  0.95787832]
[ 0.05379245  0.94620755]
[ 0.11538462  0.88461538]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.16066667  0.83933333]
[ 0.16666667  0.83333333]
[ 0.0664557  0.9335443]
[ 0.18325  0.81675]
[ 0.11323241  0.88676759]
[ 0.07225434  0.92774566]
[ 0.  1.]
[ 0.2085  0.7915]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.06585  0.93415]
[ 0.581  0.419]
[ 0.14285714  0.85714286]
[ 0.22116667  0.77883333]
[ 0.2235  0.7765]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.73  0.27]
[ 0.08775  0.91225]
[ 0.07225434  0.92774566]
[ 0.0535  0.9465]
[ 0.  1.]
[ 0.09701493  0.90298507]
[ 0.2065  0.7935]
[ 0.03263509  0.96736491]
[ 0.05800464  0.94199536]
[ 0.03263509  0.96736491]
[ 0.04661654  0.95338346]
[ 0.04212168  0.95787832]
[ 0.13938942  0.86061058]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.125  0.875]
[ 0.03263509  0.96736491]
[ 0.15341667  0.84658333]
[ 0.05800464  0.94199536]
[ 0.01005275  0.98994725]
[ 0.03263509  0.96736491]
[ 0.10175  0.89825]
[ 0.407  0.593]
[ 0.05428571  0.94571429]
[ 0.447  0.553]
[ 0.084  0.916]
[ 0.03263509  0.96736491]
[ 0.0143832  0.9856168]
[ 0.02272727  0.97727273]
[ 0.44775  0.55225]
[ 0.06896552  0.93103448]
[ 0.09919865  0.90080135]
[ 0.10204082  0.89795918]
[ 0.03263509  0.96736491]
[ 0.4715  0.5285]
[ 0.05300353  0.94699647]
[ 0.5085  0.4915]
[ 0.03263509  0.96736491]
[ 0.259  0.741]
[ 0.05379245  0.94620755]
[ 0.05194805  0.94805195]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.14151741  0.85848259]
[ 0.10204082  0.89795918]
[ 0.14285714  0.85714286]
[ 0.  1.]
[ 0.64  0.36]
[ 0.33333333  0.66666667]
[ 0.05379245  0.94620755]
[ 0.05428571  0.94571429]
[ 0.49740385  0.50259615]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.0664557  0.9335443]
[ 0.03263509  0.96736491]
[ 0.41583333  0.58416667]
[ 0.05808333  0.94191667]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.27133333  0.72866667]
[ 0.03263509  0.96736491]
[ 0.10069234  0.89930766]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.09275476  0.90724524]
[ 0.05379245  0.94620755]
[ 0.0664557  0.9335443]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.33333333  0.66666667]
[ 0.2205  0.7795]
[ 0.09716667  0.90283333]
[ 0.04878049  0.95121951]
[ 0.05379245  0.94620755]
[ 0.08244167  0.91755833]
[ 0.23658333  0.76341667]
[ 0.18181818  0.81818182]
[ 0.04212168  0.95787832]
[ 0.10526316  0.89473684]
[ 0.07936508  0.92063492]
[ 0.07936508  0.92063492]
[ 0.05800464  0.94199536]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.16666667  0.83333333]
[ 0.01635992  0.98364008]
[ 0.  1.]
[ 0.22658333  0.77341667]
[ 0.06682028  0.93317972]
[ 0.03263509  0.96736491]
[ 0.13416667  0.86583333]
[ 0.09575  0.90425]
[ 0.  1.]
[ 0.06477733  0.93522267]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.  1.]
[ 0.  1.]
[ 0.14275  0.85725]
[ 0.08333333  0.91666667]
[ 0.09888292  0.90111708]
[ 0.019  0.981]
[ 0.07272727  0.92727273]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.07052897  0.92947103]
[ 0.05379245  0.94620755]
[ 0.17875  0.82125]
[ 0.0375  0.9625]
[ 0.5  0.5]
[ 0.04735376  0.95264624]
[ 0.05379245  0.94620755]
[ 0.16845  0.83155]
[ 0.34108333  0.65891667]
[ 0.19775  0.80225]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.6646625  0.3353375]
[ 0.08675  0.91325]
[ 0.14  0.86]
[ 0.04735376  0.95264624]
[ 0.07692308  0.92307692]
[ 0.32129167  0.67870833]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.07142857  0.92857143]
[ 0.256  0.744]
[ 0.822  0.178]
[ 0.07225434  0.92774566]
[ 0.03263509  0.96736491]
[ 0.10416667  0.89583333]
[ 0.23575  0.76425]
[ 0.05703422  0.94296578]
[ 0.03263509  0.96736491]
[ 0.33333333  0.66666667]
[ 0.05703422  0.94296578]
[ 0.1415  0.8585]
[ 0.03263509  0.96736491]
[ 0.04966667  0.95033333]
[ 0.2  0.8]
[ 0.5095  0.4905]
[ 0.09725  0.90275]
[ 0.  1.]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.30780952  0.69219048]
[ 0.15325  0.84675]
[ 0.05379245  0.94620755]
[ 0.279  0.721]
[ 0.421  0.579]
[ 0.44266667  0.55733333]
[ 0.14226667  0.85773333]
[ 0.07023411  0.92976589]
[ 0.06823266  0.93176734]
[ 0.05379245  0.94620755]
[ 0.07017544  0.92982456]
[ 0.03263509  0.96736491]
[ 0.03939792  0.96060208]
[ 0.04  0.96]
[ 0.  1.]
[ 0.06823266  0.93176734]
[ 0.05800464  0.94199536]
[ 0.04212168  0.95787832]
[ 0.3696627  0.6303373]
[ 0.11841667  0.88158333]
[ 0.17395  0.82605]
[ 0.376  0.624]
[ 0.04814815  0.95185185]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05603333  0.94396667]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.07225434  0.92774566]
[ 0.0664557  0.9335443]
[ 0.4775  0.5225]
[ 0.03263509  0.96736491]
[ 0.05555556  0.94444444]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.05428571  0.94571429]
[ 0.  1.]
[ 0.2  0.8]
[ 0.03263509  0.96736491]
[ 0.16666667  0.83333333]
[ 0.04735376  0.95264624]
[ 0.05379245  0.94620755]
[ 0.251125  0.748875]
[ 0.03263509  0.96736491]
[ 0.07272727  0.92727273]
[ 0.05263158  0.94736842]
[ 1.  0.]
[ 0.08333333  0.91666667]
[ 0.14285714  0.85714286]
[ 0.2755  0.7245]
[ 0.17416667  0.82583333]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.10126582  0.89873418]
[ 0.125  0.875]
[ 0.05379245  0.94620755]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.463  0.537]
[ 0.04212168  0.95787832]
[ 0.04735376  0.95264624]
[ 1.  0.]
[ 0.08  0.92]
[ 0.3035  0.6965]
[ 0.  1.]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.134  0.866]
[ 0.10935833  0.89064167]
[ 0.  1.]
[ 0.05405405  0.94594595]
[ 0.3305  0.6695]
[ 0.08333333  0.91666667]
[ 0.318  0.682]
[ 0.  1.]
[ 0.3335  0.6665]
[ 0.18025  0.81975]
[ 0.04735376  0.95264624]
[ 0.310125  0.689875]
[ 0.07  0.93]
[ 0.  1.]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.07216495  0.92783505]
[ 0.06379585  0.93620415]
[ 0.827  0.173]
[ 0.0664557  0.9335443]
[ 0.1115  0.8885]
[ 0.  1.]
[ 0.05263158  0.94736842]
[ 0.19230769  0.80769231]
[ 0.19563889  0.80436111]
[ 0.52354167  0.47645833]
[ 0.  1.]
[ 0.08056297  0.91943703]
[ 0.08976109  0.91023891]
[ 0.183  0.817]
[ 0.  1.]
[ 0.04  0.96]
[ 0.03333333  0.96666667]
[ 0.09519886  0.90480114]
[ 0.03263509  0.96736491]
[ 0.2815  0.7185]
[ 0.04661654  0.95338346]
[ 0.02489627  0.97510373]
[ 0.  1.]
[ 0.32199167  0.67800833]
[ 0.17391304  0.82608696]
[ 0.395  0.605]
[ 0.  1.]
[ 0.04661654  0.95338346]
[ 0.05379245  0.94620755]
[ 0.1271  0.8729]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.02225  0.97775]
[ 0.0321421  0.9678579]
[ 0.10526316  0.89473684]
[ 0.07225434  0.92774566]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.07142857  0.92857143]
[ 0.0625  0.9375]
[ 0.195  0.805]
[ 0.05379245  0.94620755]
[ 0.07692308  0.92307692]
[ 0.28466667  0.71533333]
[ 0.424  0.576]
[ 0.2765  0.7235]
[ 0.04575572  0.95424428]
[ 0.31258333  0.68741667]
[ 0.10526316  0.89473684]
[ 0.03263509  0.96736491]
[ 0.04735376  0.95264624]
[ 0.  1.]
[ 0.03547321  0.96452679]
[ 0.44444444  0.55555556]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.05800464  0.94199536]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.33525  0.66475]
[ 0.04009774  0.95990226]
[ 0.5  0.5]
[ 0.05882353  0.94117647]
[ 0.705  0.295]
[ 0.  1.]
[ 0.03263509  0.96736491]
[ 0.1115  0.8885]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.05379245  0.94620755]
[ 0.23275  0.76725]
[ 0.  1.]
[ 0.06553056  0.93446944]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.06823266  0.93176734]
[ 0.21020833  0.78979167]
[ 0.05379245  0.94620755]
[ 1.  0.]
[ 0.03263509  0.96736491]
[ 0.07407407  0.92592593]
[ 0.311  0.689]
[ 0.04735376  0.95264624]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.50675  0.49325]
[ 0.0664557  0.9335443]
[ 0.05300353  0.94699647]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.04735376  0.95264624]
[ 0.09701493  0.90298507]
[ 0.  1.]
[ 0.40675  0.59325]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.08333333  0.91666667]
[ 0.24564286  0.75435714]
[ 0.14125  0.85875]
[ 0.4165  0.5835]
[ 0.05300353  0.94699647]
[ 0.12633333  0.87366667]
[ 0.03263509  0.96736491]
[ 0.01325  0.98675]
[ 0.26  0.74]
[ 0.17275  0.82725]
[ 0.05800464  0.94199536]
[ 0.  1.]
[ 0.43133333  0.56866667]
[ 0.06625  0.93375]
[ 0.336  0.664]
[ 0.477  0.523]
[ 0.09677419  0.90322581]
[ 0.1985  0.8015]
[ 0.03263509  0.96736491]
[ 0.11111111  0.88888889]
[ 0.06823266  0.93176734]
[ 0.0664557  0.9335443]
[ 0.11914167  0.88085833]
[ 0.04735376  0.95264624]
[ 0.04735376  0.95264624]
[ 0.07407407  0.92592593]
[ 0.05379245  0.94620755]
[ 0.304  0.696]
[ 0.02489627  0.97510373]
[ 0.29454762  0.70545238]
[ 0.05379245  0.94620755]
[ 0.7365  0.2635]
[ 0.19416667  0.80583333]
[ 0.  1.]
[ 0.11429839  0.88570161]
[ 0.  1.]
[ 0.344  0.656]
[ 0.  1.]
[ 0.33333333  0.66666667]
[ 0.05379245  0.94620755]
[ 0.05379245  0.94620755]
[ 0.03263509  0.96736491]
[ 0.03263509  0.96736491]
[ 0.  1.]
[ 0.07627119  0.92372881]
[ 0.279  0.721]
[ 0.14846667  0.85153333]
